CarAge,Mileage,EngineSize,HorsePower,FuelEfficiency,BrandValue,OwnerCount,Price
12,219819,3.5,384,10.2,2,4,3139640.51
7,196444,3.6,264,13.1,4,5,3411142.51
12,30095,1.3,422,20.4,2,4,3788293.61
6,174796,3.5,369,28.7,5,2,4256783.15
4,54241,4.8,485,19.3,6,4,5722151.02
6,108119,3.2,436,10.5,1,1,3949772.39
2,57003,3.9,80,21.8,8,5,3977426.63
11,204451,3.2,175,24.1,2,5,2657419.76
1,99837,4.4,327,16.7,5,5,4670511.38
5,228068,4.7,450,23.9,8,4,5082195.35
1,233526,1.7,265,15.1,5,2,3194497.36
2,99283,2.7,214,25.4,3,4,3699043.44
5,152044,2.6,289,15.5,6,4,3873058.18
4,128805,2.6,419,13.6,1,5,4227046.52
7,98846,1.5,493,27.3,1,2,4247688.96
8,27927,4.3,243,20.1,8,3,4414858.53
10,125589,1.1,285,14.3,7,2,3594551.74
2,120657,3.1,162,28.6,3,4,3481594.37
11,71630,3.6,329,23.2,8,1,4490476.84
9,109428,1.8,491,12.9,8,2,4607445.78
2,127035,4.6,132,21.5,1,5,3356011.55
2,188419,4.4,98,27.1,7,1,4030699.11
12,235780,2.9,344,23.3,2,3,3523697.29
12,131244,2.6,416,13.4,2,3,3625324.77
5,224932,1.9,354,22.3,2,1,3352468.23
14,222282,3.9,488,21.6,5,3,3970486.48
14,74518,1.5,441,26.1,7,1,4513842.42
0,181355,3.7,139,11.9,4,4,3440503.85
6,86326,4.4,448,23.4,4,1,4880083.76
11,148277,1.9,348,8.6,9,4,3831351.31
0,125243,4.5,300,23.3,9,5,4897970.9
13,225946,1.1,371,29.1,7,5,3365920.53
4,17748,4.7,324,11.8,4,3,4496000.68
14,157169,1.5,241,14.8,8,1,3101784.02
9,139164,3.6,249,20.8,3,4,3433985.07
12,58311,2.0,333,24.1,3,5,3493448.44
7,27692,4.3,252,15.6,7,5,4329121.2
3,129954,3.0,391,22.6,9,5,4883319.06
4,159934,1.5,274,27.8,4,3,3550427.59
3,135035,3.3,493,24.0,4,5,5123767.55
11,226468,2.6,318,23.6,1,2,3091080.46
11,84507,3.6,282,16.4,1,3,3205898.26
13,85152,4.5,228,28.1,3,1,3354696.61
3,206541,2.6,169,14.1,7,2,3547154.35
11,9926,2.2,386,12.5,9,3,4318782.15
7,227371,1.1,181,16.0,4,3,2755807.77
1,8969,3.3,377,22.3,2,4,4786846.94
0,40733,2.6,235,27.0,6,2,5201576.45
2,74855,2.5,105,10.9,6,2,3399805.56
8,46743,1.7,181,25.9,9,2,4066924.01
3,135193,2.7,156,25.9,4,5,3279481.25
9,175948,4.9,252,20.9,8,5,4090299.52
4,112445,2.2,154,24.7,3,1,3688633.21
1,25323,3.4,338,12.0,2,1,4566372.73
3,21428,4.1,234,11.7,9,1,4715835.81
1,39578,4.0,372,27.0,6,5,5140778.69
14,91486,2.3,159,19.0,8,4,2949091.16
1,244649,3.4,307,13.4,9,1,4728645.31
3,69140,4.5,91,23.2,1,3,3484943.06
5,112325,1.1,236,27.6,1,5,3224954.7
6,88829,2.7,284,21.9,5,4,4044346.18
9,11364,1.9,127,15.6,9,3,3683736.3
2,133867,2.6,99,18.6,7,3,3483597.39
2,171421,2.7,471,24.5,7,5,5028344.6
9,136763,4.0,175,9.5,2,2,3277416.98
5,100598,1.4,471,12.8,3,4,4182854.31
12,202539,3.1,399,18.2,4,5,3339433.34
11,181968,3.3,236,21.3,2,2,3306885.22
2,62062,3.0,419,15.5,9,5,5158360.09
12,233338,3.9,223,14.6,5,5,2923615.79
1,215834,2.5,396,8.9,7,3,4501512.37
7,149933,4.8,76,8.7,9,5,3583078.22
4,232909,2.9,266,14.1,5,2,3615476.3
14,249851,3.3,390,19.7,6,3,3768293.24
0,93302,4.3,115,20.2,4,2,4007909.47
2,237782,2.1,87,18.9,8,2,3349724.53
9,68928,1.3,466,17.0,1,3,3835174.73
7,242715,3.8,222,13.6,1,2,2989781.23
3,219303,2.9,333,16.8,5,1,4290792.47
13,46347,4.6,143,11.1,9,5,3232805.02
6,8121,4.9,485,10.5,2,3,5140204.14
9,88793,2.6,214,14.6,3,3,3293549.15
11,33164,2.7,171,29.9,8,1,4158161.44
13,30491,2.6,404,15.2,5,1,4351441.68
13,64222,2.3,404,28.6,3,1,4092862.07
1,159237,4.1,190,16.6,6,1,3988513.04
6,8748,4.0,245,17.7,6,4,4232168.77
4,234653,2.9,132,25.5,5,3,3184502.97
4,31553,1.2,365,10.1,5,2,4506644.7
5,121547,2.2,153,12.0,6,3,3453474.08
12,65380,2.2,84,29.4,2,3,2517604.98
8,49331,4.2,424,19.1,6,3,4950928.37
13,232105,1.4,203,9.0,2,1,2143869.95
5,232916,4.2,190,9.0,3,1,3215379.36
11,125617,3.7,388,28.0,2,4,4025434.36
12,44560,3.9,461,27.2,1,3,4368658.22
14,58865,2.7,197,18.1,1,5,2504265.79
13,182758,3.7,437,11.6,9,4,4323765.8
7,80910,3.4,436,26.3,4,1,4840570.25
6,140747,4.1,357,15.1,5,3,4265305.92
8,202778,2.8,370,17.2,7,1,4367536.56
3,243057,2.9,447,23.0,2,2,4435447.63
1,245093,3.6,249,15.8,9,1,4343960.65
6,82986,1.4,151,21.8,4,1,3057251.15
5,212288,2.7,82,27.5,1,4,2756214.61
0,15068,4.9,93,25.5,8,2,4618782.83
10,59460,1.2,237,16.4,4,5,3067939.33
8,105766,2.3,339,14.3,7,5,3891792.95
8,51418,2.3,139,14.3,3,5,2745904.27
11,31206,3.5,387,15.7,9,3,4747757.92
1,133180,1.4,445,18.9,5,5,4369559.46
2,5287,3.5,158,17.2,5,3,4194242.02
4,27337,1.4,258,10.9,3,1,3655078.02
4,156738,1.4,326,11.6,9,5,3921634.56
14,137233,3.9,286,15.5,3,4,3271568.49
0,105667,2.3,451,20.4,2,2,4785532.78
7,95071,4.9,101,21.0,9,2,4109042.63
11,103064,1.1,210,18.7,9,1,3593891.12
7,174823,2.8,230,24.3,4,2,3713880.24
3,218135,1.5,101,24.2,4,2,2912483.28
12,111511,2.4,381,17.4,6,1,4203513.87
6,225461,5.0,221,10.7,9,1,4049756.26
14,150830,4.6,416,19.7,8,1,4631689.33
14,201852,1.2,329,16.4,3,4,2890978.59
10,8178,3.3,285,11.0,6,1,4322435.64
9,36831,3.6,348,29.6,7,1,4594685.55
2,138248,1.8,354,16.1,6,1,3935011.65
5,108306,1.6,167,21.8,3,5,3161344.15
13,169726,4.6,474,18.8,9,5,4597199.33
9,162699,4.9,99,11.1,4,4,2988465.41
12,188622,5.0,159,9.2,2,4,2721884.51
9,117025,4.2,217,21.8,9,2,4109039.11
11,180982,3.7,213,13.4,3,5,2961941.59
13,95417,2.4,136,13.4,6,4,2831590.44
8,194323,1.7,426,29.1,5,4,3997810.4
0,171494,1.3,127,18.2,2,2,3064858.68
4,16984,3.8,497,8.6,1,1,5092582.29
3,94312,4.1,350,15.5,9,3,4918436.96
7,197458,4.3,348,20.9,3,2,3880368.37
10,88291,4.7,305,15.2,7,3,4110056.68
11,12135,4.5,454,8.6,9,2,5062310.13
0,5320,5.0,422,17.8,9,2,6251706.65
8,239030,2.0,468,10.3,6,1,4109325.41
5,230243,4.1,197,21.6,8,4,3687418.01
3,157756,3.3,406,21.6,9,5,4899077.42
11,191985,2.0,278,8.8,3,2,2751401.41
8,93774,4.9,255,14.4,6,1,4228802.91
10,157961,4.6,238,17.1,5,3,3571053.77
4,231921,1.5,241,20.1,7,4,3251245.12
14,103071,1.1,329,14.5,7,2,3616271.58
4,184971,3.8,274,14.3,9,3,4233093.01
11,146842,3.4,204,29.6,1,2,3125708.83
4,175393,4.7,115,8.9,6,5,3477843.1
0,222034,1.9,78,29.8,5,5,3137665.72
0,114863,1.3,230,9.1,4,4,3577491.38
7,46777,2.0,358,14.3,1,3,3750462.28
11,51250,1.1,409,18.9,4,5,3862978.7
7,78034,1.1,457,11.2,7,1,4538815.24
11,109940,4.7,390,11.0,4,4,4112807.67
14,45130,2.4,175,13.6,1,2,2857541.9
14,218003,2.6,359,29.4,1,3,3296419.77
5,185418,1.1,410,16.4,1,3,3628054.12
11,138609,2.1,157,20.5,5,1,3033364.64
10,220834,4.2,261,23.5,7,5,3718370.92
12,20216,3.5,222,24.3,9,3,4074103.58
3,89149,4.0,380,23.1,8,1,5231698.12
1,8009,2.8,206,15.4,2,1,4075570.22
13,94904,2.2,342,10.5,9,2,3764018.76
1,165399,2.9,218,14.2,4,1,4195160.6
8,150281,2.3,257,12.6,5,4,3270202.06
14,184515,4.4,210,11.0,5,3,3103599.69
4,20029,2.2,200,8.5,4,4,3600873.38
3,203685,3.6,73,28.6,6,1,3631137.96
9,215515,1.5,332,28.3,1,1,3218345.86
12,193069,3.7,95,9.1,2,4,2235814.49
0,107171,4.7,93,11.8,4,2,3685954.17
6,119456,3.4,335,11.1,4,1,4322262.01
2,67559,3.2,298,14.2,8,4,4717556.96
5,69892,4.8,338,12.5,9,4,4701369.22
4,75409,3.5,194,28.8,4,3,4013893.67
4,144707,2.0,241,9.9,6,2,3469807.29
10,38065,2.2,303,12.7,4,5,3424380.61
4,247471,3.8,364,9.8,4,4,4022734.72
0,125544,3.9,472,29.6,9,3,5414461.09
0,112340,2.2,344,28.2,4,5,4574768.9
2,38783,2.4,145,23.8,6,3,4029470.43
13,39152,5.0,377,17.4,9,3,4759526.15
11,63741,1.4,283,12.2,3,2,3387460.87
9,112049,2.6,445,12.9,7,1,4950773.42
3,187574,1.2,227,17.7,7,2,3427393.66
4,34092,4.3,371,24.9,1,5,4793250.95
1,153725,1.4,273,13.8,2,2,3724786.09
7,234071,3.7,218,14.8,5,1,3352069.03
10,235636,1.2,144,21.2,8,2,2881810.26
10,176541,3.7,449,13.2,6,2,4183558.26
13,91483,4.4,298,20.9,7,2,4049159.32
1,126585,2.6,373,16.5,3,4,3971989.4
8,64754,3.1,131,8.8,6,4,3057451.45
1,166050,2.6,127,16.9,9,2,3908604.74
12,92592,2.2,343,28.2,3,1,3853757.38
8,99543,4.2,177,14.4,6,1,3870243.75
6,48169,2.1,256,15.1,7,1,4229419.96
14,184359,3.9,298,9.5,5,1,3411190.86
7,59745,1.8,117,21.5,8,3,3587018.28
14,115168,2.0,388,26.7,8,2,4247960.56
10,118985,2.3,337,15.8,6,2,3899005.7
1,10543,3.4,284,13.3,7,3,4730714.64
6,192464,2.8,359,29.0,3,1,4065800.6
11,26067,4.0,323,24.4,7,5,4234361.66
5,56033,1.9,427,20.5,7,5,4797110.1
3,50256,1.0,156,14.7,4,3,3102914.29
6,226705,4.1,250,12.9,4,5,3367481.21
13,244455,4.3,94,23.7,3,4,2477505.32
12,245120,1.2,457,19.5,7,2,3618128.2
3,205417,3.4,291,19.5,5,5,3682549.01
1,158263,2.5,466,9.6,3,4,4101265.24
9,91803,4.2,495,19.3,6,2,4997441.91
11,208814,4.5,118,26.1,6,4,2905531.54
6,123843,4.4,403,28.8,6,2,5095983.53
7,222665,4.1,244,10.3,2,2,3037770.64
1,33992,2.1,461,21.9,7,5,5287825.15
4,248122,4.2,380,20.5,7,3,4313828.09
0,217603,3.1,343,27.6,4,5,4024225.48
6,53803,1.2,104,24.5,6,1,3217566.31
7,114975,2.8,286,29.2,4,4,4032375.03
12,199549,4.8,278,29.1,4,1,3593429.08
5,149282,4.6,229,13.0,6,2,4232442.4
4,219401,1.4,477,24.0,9,5,4622194.75
14,31270,4.0,76,19.7,7,1,3237933.76
5,198080,4.2,338,12.7,2,1,3816419.82
14,141269,2.1,195,12.3,6,1,3204357.7
1,249929,2.9,437,9.8,5,2,4338960.33
0,12452,3.8,394,25.5,6,2,5437516.47
6,46486,2.8,425,15.1,8,2,5188716.94
6,19859,1.5,159,26.9,8,1,4234183.72
9,163308,3.8,111,21.4,3,4,2838083.97
10,167971,4.6,434,22.8,9,5,4889722.24
9,37083,3.6,228,14.4,6,5,3682871.14
13,72708,4.1,271,18.1,7,2,4312421.86
1,116462,2.4,435,17.1,9,1,5062423.91
1,152735,1.7,351,13.2,7,4,4132684.32
0,98076,3.6,401,26.3,9,3,5679182.79
9,24053,2.3,357,21.7,1,2,3891950.7
7,147157,4.4,160,8.8,1,3,3248353.53
14,166636,1.5,194,26.0,3,5,2356163.09
7,94745,2.7,195,10.3,9,5,3755154.54
0,195167,2.6,121,16.9,1,4,2866050.21
11,74517,4.8,473,20.6,1,4,4410087.5
10,157225,1.6,172,8.2,5,3,2505249.93
7,141319,1.0,430,22.4,8,5,4234863.94
8,146625,2.0,493,22.5,2,4,3977952.67
13,156883,4.3,256,22.4,4,4,3684233.62
3,231453,1.8,274,11.6,6,5,3381537.44
0,142207,2.0,83,13.6,1,5,2579730.09
0,141645,1.5,497,13.4,4,1,4937841.23
2,84267,3.9,173,29.1,4,4,3876516.4
14,143261,1.3,186,9.5,9,3,2972264.0
13,85077,2.3,373,17.4,9,2,4108083.21
4,179718,2.1,162,27.2,6,2,3529188.08
4,81623,3.2,496,24.9,8,5,5300169.95
8,136004,3.9,213,26.1,4,3,3619424.23
9,248043,3.1,179,29.4,8,1,3510206.15
13,58687,4.7,232,16.5,3,4,3365955.87
11,73312,4.8,122,14.8,2,1,3040262.11
1,112615,2.4,487,8.7,6,3,4968480.82
1,135976,4.1,72,11.3,5,1,3547910.33
5,32564,4.0,137,20.4,8,5,3854463.79
14,33835,4.6,315,11.5,1,2,3741135.89
8,197659,2.8,458,24.2,3,5,4013571.44
0,12697,3.1,207,8.8,7,4,4206906.97
8,85165,2.7,377,13.7,4,5,3908347.16
8,209994,4.4,482,23.3,5,3,4627835.64
12,153118,1.9,421,13.6,8,3,3816028.53
8,62823,2.0,356,24.0,1,4,4219893.59
4,209652,2.5,135,29.9,1,4,2878375.72
12,189442,1.9,416,25.5,7,2,3957186.09
14,14615,3.2,394,15.5,9,1,4976187.31
8,249410,1.5,490,27.8,4,2,4147257.84
10,141132,2.3,224,9.1,8,5,3424415.66
3,135499,4.7,156,24.0,7,1,4297647.8
1,81436,2.6,102,8.5,2,4,3138827.15
12,196591,4.0,137,11.8,5,3,2656931.69
5,125562,1.5,256,29.7,9,5,4123146.91
13,76117,2.0,261,15.9,9,2,3971453.06
3,197230,4.2,282,26.1,3,4,4240375.52
5,39782,4.1,157,16.3,3,1,3669565.77
2,221781,2.5,497,26.5,2,1,4929091.18
5,83533,4.8,420,29.2,7,3,5207294.59
1,245011,4.6,177,17.6,6,4,3653873.55
1,194327,4.8,309,20.3,5,4,4328639.53
12,248024,2.7,285,21.8,7,5,3140274.05
8,77684,1.8,246,28.6,4,5,3214046.79
6,192990,3.5,122,13.6,5,1,3220941.63
2,220356,3.7,399,21.4,9,2,4932998.16
12,84558,1.5,118,15.1,9,1,3131053.74
10,221621,4.1,438,12.8,4,5,3802737.09
0,240295,1.1,183,9.9,6,5,2858815.75
7,86422,2.9,164,21.7,2,5,3095170.34
13,161328,2.3,94,27.4,3,1,2700076.61
5,166077,4.0,201,15.7,9,4,3829743.18
6,11638,2.3,248,20.2,6,2,4042492.22
8,42419,4.3,464,22.1,8,2,5442474.85
4,38377,3.4,214,17.1,5,5,3793665.43
14,111244,4.2,433,27.9,2,3,4126639.78
0,179188,5.0,267,16.0,7,1,4807042.22
11,172706,3.7,394,10.8,6,4,3831428.51
9,218363,4.9,153,11.2,2,5,2644448.7
6,28382,1.1,226,27.6,6,3,3659496.77
14,192135,2.4,154,29.7,8,5,2738435.74
4,158466,1.4,322,14.4,1,3,3495767.18
2,72789,2.0,444,11.2,4,2,4811371.32
11,239318,4.4,141,18.6,1,3,2566596.91
12,115634,1.1,292,23.6,2,2,3000930.06
8,136936,3.1,345,21.5,1,2,3770688.48
0,104572,3.3,352,28.9,6,1,4979035.46
0,176294,3.2,333,26.0,6,3,4655982.22
0,149738,2.9,315,27.1,1,4,4201315.31
2,128664,4.2,410,19.9,4,4,4718704.81
11,157027,1.5,130,15.2,4,3,2336454.62
5,115674,2.2,481,23.4,8,1,5060820.35
9,108533,3.5,328,17.7,6,4,4215027.67
10,86845,3.8,76,14.3,2,5,3040664.49
2,74590,2.6,257,11.3,5,4,4109017.54
7,132775,4.5,73,19.6,4,1,3296701.43
13,71471,2.7,300,21.1,4,2,3472060.5
13,246548,2.6,202,20.5,8,2,2878520.83
9,224386,1.1,464,10.6,5,2,3803990.1
1,48298,3.2,194,20.5,3,1,4037635.73
13,199180,3.8,84,11.7,4,2,2581332.61
8,249936,1.5,82,22.6,1,2,2006695.19
2,53924,2.2,187,17.4,6,1,4296687.6
4,152781,4.1,309,26.7,4,5,4134757.83
9,14726,2.5,332,25.1,6,4,4450338.1
7,196896,2.0,429,23.9,2,1,4074764.69
1,45542,3.7,75,23.4,5,1,4127414.02
5,156317,1.8,389,20.3,9,3,4485268.97
11,39753,4.6,300,9.3,8,2,4278607.57
4,84788,1.4,99,22.4,3,5,3071061.75
12,26316,3.8,91,18.3,1,3,3082523.19
9,238979,3.0,478,18.3,3,5,3699207.16
8,89698,4.5,225,16.3,8,2,4296738.36
11,20960,1.5,187,28.4,3,2,3331883.1
4,35791,3.7,409,13.5,5,2,4971997.4
1,243838,3.3,492,15.0,2,4,4640155.2
4,30216,2.9,458,29.2,1,5,4595019.32
14,168539,3.0,262,25.8,5,5,3304137.79
11,69427,3.9,468,8.3,5,3,4448615.43
3,117470,4.8,415,27.9,6,1,5009620.5
14,198119,1.4,264,13.0,2,2,2270025.2
10,78290,1.1,237,23.5,9,2,3758983.49
6,52014,4.2,446,20.2,2,3,4949970.34
5,140150,1.4,308,19.8,2,5,3552747.95
13,214461,4.9,431,23.8,5,4,4135422.67
1,55519,3.5,313,12.6,9,5,4672648.59
11,9042,3.6,138,11.5,4,4,3014234.22
10,54052,1.8,164,22.3,6,4,3315423.88
10,19389,2.0,146,14.4,2,5,2775491.93
12,100961,3.6,240,29.4,4,2,3791761.15
4,73111,4.6,70,17.9,9,4,3897356.01
6,110058,4.9,475,10.5,2,3,4573532.67
10,98715,1.8,131,23.1,1,3,2566624.48
6,55733,1.5,276,14.7,4,4,3625338.27
14,39754,1.2,223,11.3,4,2,2613327.27
4,154696,4.5,343,17.3,1,4,4118351.61
11,90886,2.2,117,29.2,4,3,2960747.15
14,162753,1.0,206,17.1,3,3,2524295.75
8,94524,1.9,70,15.6,2,5,2509428.55
3,86006,2.4,304,17.8,4,2,4349475.97
10,29704,5.0,462,8.3,8,5,5255492.75
2,240344,3.1,325,10.9,7,1,4251401.89
14,99913,1.8,476,26.7,9,4,4087763.67
3,99108,2.3,176,29.5,8,5,4102362.23
4,12493,2.3,242,11.5,1,2,3886892.02
12,74639,1.1,199,19.8,2,4,2632971.32
5,236452,1.5,467,29.3,2,4,3655661.86
2,59383,3.8,363,11.4,8,4,5124829.16
1,139066,1.5,109,12.1,4,4,3017400.23
13,205352,1.9,407,28.4,9,4,3739754.7
12,52234,2.4,85,23.5,2,2,2647678.68
3,183363,4.0,196,11.3,4,1,3712674.23
4,133674,3.3,442,16.7,1,3,4301308.73
3,228940,3.8,418,9.2,3,1,4231353.93
13,10594,3.3,272,17.5,6,3,4005509.65
10,241907,3.7,203,25.1,9,5,3641450.83
12,12371,1.0,328,20.2,1,4,3557676.71
14,52315,4.7,83,22.2,5,5,2873496.13
11,219636,1.4,135,15.2,2,5,2166209.12
2,132251,2.6,420,11.6,7,3,4763881.68
7,237520,4.1,411,8.3,4,2,4100308.5
9,84526,2.7,264,26.1,5,4,3942083.3
3,248459,4.8,183,22.0,8,5,3883138.73
13,152698,2.9,228,13.0,2,1,2853527.7
1,91005,4.5,230,17.2,3,4,4070955.18
1,242330,4.2,323,25.6,5,2,4290015.7
0,110573,4.9,454,19.9,4,4,5189917.85
12,143202,4.7,497,14.6,5,5,4459058.99
3,142900,4.6,84,13.9,3,1,3436256.24
9,62514,3.9,106,12.8,9,5,3453365.34
8,243220,2.5,224,26.1,8,2,3495376.35
13,248596,1.4,96,20.8,6,3,2309913.56
10,240707,3.8,81,23.6,1,1,2496224.15
6,188736,4.9,136,26.9,4,2,3434284.83
14,247773,3.9,99,29.7,7,2,2838866.12
11,153955,4.7,165,13.5,5,5,3219049.45
9,179131,4.2,284,12.0,4,5,3608073.68
6,220150,1.7,263,18.2,9,5,3645170.94
12,179004,2.0,204,8.8,8,3,3098268.02
14,197341,2.4,359,25.4,3,4,3282885.93
6,80986,1.7,101,27.4,6,4,2957009.92
14,90959,3.3,442,23.1,4,5,3991580.62
7,7035,4.9,108,13.9,7,5,3827856.23
0,114767,4.0,421,10.7,1,3,4936103.5
9,176817,2.7,496,16.4,1,4,4019455.57
12,22241,1.0,496,26.3,6,3,4468134.93
9,57975,2.3,275,15.7,7,2,3839669.36
7,159226,3.1,456,8.8,9,4,4564715.67
3,161697,2.3,499,14.0,7,5,4633649.94
3,181022,1.4,485,29.8,9,1,5462910.54
3,234674,2.8,112,22.9,9,2,3569187.72
5,61396,2.0,406,27.8,8,1,5150536.51
6,235299,4.6,328,25.0,7,3,4416403.43
5,123920,1.4,318,19.9,3,3,3789340.15
0,149403,1.2,143,11.3,3,3,2967194.09
11,199999,1.0,442,15.7,5,5,3664094.04
7,91226,2.3,388,20.8,7,3,4451073.9
12,89719,3.6,436,27.2,7,1,4985903.17
9,68014,3.9,365,13.9,1,2,4070308.29
14,44346,2.8,343,10.7,8,5,4106559.02
10,75411,3.7,392,20.3,1,2,4172314.66
12,190550,2.4,428,11.9,4,3,3563008.3
6,148326,3.7,259,21.4,2,4,3808865.68
5,191806,1.2,207,13.8,5,5,2996328.54
5,164693,2.6,371,13.1,6,3,4245133.57
4,81441,4.2,380,16.8,4,5,4577064.85
5,51121,4.2,499,21.1,4,4,5103996.57
11,217490,3.9,400,20.0,7,1,4225616.59
8,65197,1.8,422,13.4,4,1,4364156.61
9,89577,2.0,351,27.6,2,1,4045093.92
8,99634,5.0,480,10.4,4,4,4434152.65
14,178503,1.4,235,8.9,7,2,2868038.19
9,235317,1.7,347,21.3,1,4,3015863.88
7,105211,1.5,95,10.7,4,4,2419345.26
9,140909,2.3,488,19.1,6,3,4588399.67
8,248056,1.8,142,28.9,8,1,3452328.34
12,226097,3.0,184,23.4,8,5,3250959.83
9,219235,2.9,120,21.6,9,2,2878301.78
7,207304,4.6,438,20.6,5,5,4475767.43
7,185066,1.1,471,11.9,2,3,3617852.44
0,215151,2.3,240,17.5,3,3,3513812.49
9,148687,3.4,337,15.5,2,2,3638611.97
10,6466,3.4,72,29.0,9,5,3292205.86
4,35771,2.9,279,13.3,6,2,4061454.52
3,88886,4.3,445,18.4,1,2,4836121.31
1,70911,1.3,460,28.6,3,1,4967422.34
7,234638,4.3,459,25.4,7,5,4597779.94
2,156818,3.0,407,29.2,7,1,4878237.69
3,93422,1.5,370,21.4,5,1,4410124.5
11,245956,4.5,452,15.3,3,1,4266448.02
6,196811,3.6,411,26.2,7,4,4510152.61
9,244512,1.7,184,14.4,5,3,2589044.59
8,234259,1.1,236,11.6,6,3,3098753.38
1,78369,1.6,334,23.5,3,4,4169031.08
2,6893,3.4,296,22.1,6,2,4988885.96
3,35573,1.7,220,27.3,7,5,4177908.96
9,101907,1.9,337,29.2,8,5,3978441.89
0,176946,1.1,185,26.9,2,5,3042056.21
6,213434,3.9,157,9.3,2,1,2827011.52
1,104956,4.2,387,22.6,6,5,4846678.14
4,223532,4.2,311,25.3,8,5,4472952.67
14,123580,1.5,429,29.6,5,5,3605990.06
0,169439,4.6,398,16.2,1,3,4543996.59
2,157271,3.7,402,11.7,1,4,4145438.61
11,96404,4.6,109,26.8,9,2,3853727.44
1,210400,2.8,251,15.0,4,4,3447090.34
0,62724,2.7,278,21.2,1,5,4182535.76
6,91133,4.1,460,16.6,8,2,5449031.15
4,172477,1.4,342,16.9,2,2,3632295.94
0,234304,3.1,188,24.1,2,4,3072645.01
5,244731,4.3,451,16.0,1,4,3954942.85
4,20989,4.3,93,23.2,1,4,3548434.59
14,33931,4.8,327,8.3,9,4,4340528.96
2,14290,3.8,161,15.1,1,1,3862963.36
11,174439,1.8,230,15.0,6,3,3200775.49
6,126136,1.1,218,24.5,7,3,3502656.07
10,84878,2.9,186,14.9,4,5,3242482.02
9,95477,3.1,122,21.9,5,1,3348219.67
8,215553,2.0,371,23.1,4,2,3638928.25
13,212370,1.5,114,22.5,4,4,2246125.44
12,131299,3.3,334,21.3,1,5,3299016.01
12,166205,4.1,331,17.1,6,2,4033006.2
8,248688,5.0,376,16.2,7,3,4726891.74
13,110686,4.0,303,20.4,7,2,3865843.71
8,163124,4.2,444,9.4,8,4,4735746.71
1,112286,3.5,104,27.3,7,4,4034334.71
2,221561,4.9,407,26.2,6,3,5225213.56
6,45475,3.6,472,15.6,8,4,5330697.16
4,87666,4.4,266,20.5,3,1,4566442.66
1,101622,4.8,94,28.5,9,5,4155067.01
2,193728,4.7,464,14.0,3,3,4589478.91
9,140705,2.5,271,24.3,4,3,3385291.6
5,153376,1.3,342,9.8,6,2,3835345.27
12,112573,1.7,105,19.5,8,3,3088158.12
6,233892,1.2,292,27.4,3,5,3384185.94
8,51546,1.4,421,20.1,6,1,4448138.5
0,12008,1.7,346,21.6,5,2,4791141.83
10,53291,2.4,87,28.0,5,5,2814332.84
6,163477,3.2,257,23.7,5,3,3829984.17
7,41386,3.8,471,23.3,9,4,5343610.47
11,95909,1.8,326,20.9,7,4,3744473.76
13,156899,3.7,211,21.9,9,5,3644912.04
2,38040,3.8,205,25.7,9,1,4946101.4
3,65354,3.2,376,29.5,6,4,4720323.54
9,83543,4.6,148,25.5,6,5,3279340.77
5,23157,1.4,487,23.6,4,2,4957324.97
9,233765,1.7,361,11.0,8,3,3658560.94
6,40315,2.7,131,26.0,2,1,3535702.59
12,40932,1.5,198,24.2,5,1,3387079.48
13,157236,3.3,410,24.9,1,2,3524108.15
3,150486,2.6,367,13.1,2,1,4062575.92
7,150399,2.1,326,27.9,1,5,3403456.0
4,118880,1.7,281,10.1,6,1,3912670.19
0,137018,2.3,123,13.6,2,1,3450699.94
3,19693,3.4,244,22.6,4,1,4371311.72
2,32241,3.3,169,22.8,5,5,3851877.37
8,120194,1.7,108,14.9,7,3,3191910.1
7,100790,1.5,483,23.4,1,4,4001090.75
0,151612,1.1,332,16.5,5,1,4381529.08
10,77255,1.0,219,8.0,4,2,3306954.25
5,200829,4.5,190,11.6,7,2,4027577.56
8,177275,1.2,247,27.4,7,5,3452849.13
6,161153,3.9,370,12.9,8,3,4482313.65
3,197933,4.5,399,10.5,4,1,4696663.14
12,16350,1.4,189,23.0,4,5,3020513.52
0,191584,2.7,141,17.7,5,4,3663061.87
11,61809,4.8,288,25.5,5,3,4308853.41
1,106894,4.3,463,27.0,3,3,5287066.65
11,102557,3.0,467,26.6,5,5,4386717.83
4,178904,4.1,371,14.9,5,2,4384663.96
11,164441,4.3,192,19.1,8,3,3604838.13
10,36728,2.4,313,22.3,7,2,4262239.63
4,22576,4.6,443,15.1,8,3,5480230.21
7,165073,2.9,144,8.9,5,3,3060983.04
5,88384,3.1,75,18.9,2,3,3174189.02
7,5390,5.0,90,8.3,8,4,3899965.6
1,223607,4.4,259,28.9,9,2,4630517.58
2,50436,2.4,294,25.5,2,4,3725844.7
5,16569,1.0,472,12.2,1,2,4503356.97
11,149101,3.5,172,14.3,6,4,3098610.39
12,27490,3.8,413,29.6,3,4,4417599.52
9,50875,3.6,168,16.2,1,4,3212123.92
2,236936,4.9,387,25.2,6,5,4778979.21
5,10867,4.5,432,17.8,8,4,5516066.27
5,85820,2.8,152,27.0,9,3,4190864.77
1,104515,1.3,250,23.5,6,1,4296286.03
6,14121,2.9,221,8.5,6,4,3403582.15
11,6539,3.8,125,14.5,1,1,3200829.96
1,227096,3.4,259,20.3,5,1,4129461.32
5,153099,3.2,487,28.4,3,3,4692782.85
